,0,original,paredao
2184,@vaidesmaiar NAO E POSSIVEL!!!! O PUBLICO GOSTA DE VER MAU CARATISMO MESMO NA TV. PREFERIR TIRAR O VINY E DEIXAR O GUSTAVO????? VAI ENTENDER! #FORAGUSTAVO!!!!,@vaidesmaiar NAO E POSSIVEL!!!! O PUBLICO GOSTA DE VER MAU CARATISMO MESMO NA TV. PREFERIR TIRAR O VINY E DEIXAR O GUSTAVO????? VAI ENTENDER! #FORAGUSTAVO!!!!,#foragustavo
2185,"#ForaVyni , vem ser chaveirinho de macho aqui fora! #BBB22 #BBB https://t.co/lb4zf3rU9x","#ForaVyni , vem ser chaveirinho de macho aqui fora! #BBB22 #BBB https://t.co/lb4zf3rU9x",#foravyni
2186,"Votei muito para diminuir a porcentagem da DeJa porque ela nao merecia sair ainda mais escorracada. Pelo mesmo motivo, #foraViny sem muito esforco. Jade reverteu o cancelamento e soube lidar com os haters por ja ter uma vida publica, o Viny vai sofrer demais e nao merece. ","Votei muito para diminuir a porcentagem da DeJa porque ela nao merecia sair ainda mais escorracada. Pelo mesmo motivo, #foraViny sem muito esforco. Jade reverteu o cancelamento e soube lidar com os haters por ja ter uma vida publica, o Viny vai sofrer demais e nao merece. ",#foravyni
2188,"Viny vem tropecar aqui fora &lt;3

#BBB22 
#ForaViny","Viny vem tropecar aqui fora &lt;3

#BBB22 
#ForaViny",#foravyni
2191,@CentralReaIity Vem sair dessa prisao Vyni!!!!! #FORAVYNI,@CentralReaIity Vem sair dessa prisao Vyni!!!!! #FORAVYNI,#foravyni
2192,"Eu sou #forascooby

O quarto grunge precisa movimentar e ele e uma pessoa que tem Jessie e Lina sempre na reta.","Eu sou #forascooby

O quarto grunge precisa movimentar e ele e uma pessoa que tem Jessie e Lina sempre na reta.",#forascooby
2194,"#BBB22 #bbb

#ForaViny, Cara chato, forcado!! Ninguem gosta de sentir vergonha alheia... e ele nos desperta esse sentimento todos os dias, desde janeiro!!!","#BBB22 #bbb

#ForaViny, Cara chato, forcado!! Ninguem gosta de sentir vergonha alheia... e ele nos desperta esse sentimento todos os dias, desde janeiro!!!",#foravyni
2197,RT @thayneReis2: @barretoridua Agora o Alecrim Dourado(Scooby) que n quer ter trabalho com prova do bate e bolta se faz de vitima???#FORASC...,RT @thayneReis2: @barretoridua Agora o Alecrim Dourado(Scooby) que n quer ter trabalho com prova do bate e bolta se faz de vitima???#FORASC...,
2201,"@sergiodenez Relacao mais doentia, Vyni tem q sair mesmo. #FORAVYNI","@sergiodenez Relacao mais doentia, Vyni tem q sair mesmo. #FORAVYNI",#foravyni
2204,"@aguiar_fan @azevenus @yanzinkl @RealitysVip Pois e ja mostrou que e contraditorio e falso, ja disse que n gosta do arthur e vota nele, prefiro tirar o protetor da peconhenta filhote de , viny sai depois facil #ForaGustavo","@aguiar_fan @azevenus @yanzinkl @RealitysVip Pois e ja mostrou que e contraditorio e falso, ja disse que n gosta do arthur e vota nele, prefiro tirar o protetor da peconhenta filhote de , viny sai depois facil #ForaGustavo",#foragustavo
2208,@chicobarney Nao da uma dentro  e vamos de #ForaViny,@chicobarney Nao da uma dentro  e vamos de #ForaViny,#foravyni
2209,"Digo e repito nao existe ninguem pobre dentro do BBB, desde o momento q pisa na casa e e transmitido, voce ja se torna Camarote

A diferenca e que alguns tem mais carisma para publi com mais destaque e outros vao fazendo o seu dinheiro na calada.

Dito isso e #ForaViny #BBB22","Digo e repito nao existe ninguem pobre dentro do BBB, desde o momento q pisa na casa e e transmitido, voce ja se torna Camarote

A diferenca e que alguns tem mais carisma para publi com mais destaque e outros vao fazendo o seu dinheiro na calada.

Dito isso e #ForaViny #BBB22",#foravyni
2211,RT @letmelivebefore: Jamais vou entender voces nao serem #ForaScooby. Talvez pelo Scooby ser mais padraozinho que o Vyni voces prefiram ele...,RT @letmelivebefore: Jamais vou entender voces nao serem #ForaScooby. Talvez pelo Scooby ser mais padraozinho que o Vyni voces prefiram ele...,#forascooby
2215,"Eu sou muito #ForaScooby , cara e chato ate falando, e metido a senhor da moral. Vaza.","Eu sou muito #ForaScooby , cara e chato ate falando, e metido a senhor da moral. Vaza.",#forascooby
2217,"@CentralReaIity Vyni tem q sair por isso. Basta!!! Essa relacao doentia tem q acabar, esse Eli e um escroto. #FORAVYNI","@CentralReaIity Vyni tem q sair por isso. Basta!!! Essa relacao doentia tem q acabar, esse Eli e um escroto. #FORAVYNI",#foravyni
2219,Bom dia! Ja votaram #foraviny hoje??? Esse povo q tirou a jade e capaz de tirar o scooby tambem .... foco no gshow!!! Pras cabecas. larga voto,Bom dia! Ja votaram #foraviny hoje??? Esse povo q tirou a jade e capaz de tirar o scooby tambem .... foco no gshow!!! Pras cabecas. larga voto,#foravyni
2223,"Estou indo embora, mais tarde volto que agora na serra vou ficar sem sinal. Enquanto isso vou incentivar a votarem no #ForaVyni #BBB22","Estou indo embora, mais tarde volto que agora na serra vou ficar sem sinal. Enquanto isso vou incentivar a votarem no #ForaVyni #BBB22",#foravyni
2231,"@dieggoborges1 Ele e inutil ao programa 
Resolveu s ser cadelinha do hetero la 
#ForaVyni","@dieggoborges1 Ele e inutil ao programa 
Resolveu s ser cadelinha do hetero la 
#ForaVyni",#foravyni
2233,"RT @wallycarvalhoc: Eu acho o Vyni insuportavel, mas ele ainda sim merece muito mais continuar no BBB do que o Scooby que ta lixando pro pr...","RT @wallycarvalhoc: Eu acho o Vyni insuportavel, mas ele ainda sim merece muito mais continuar no BBB do que o Scooby que ta lixando pro pr...",
2234,"RT @melodramatic0s: sou muuuito #ForaScooby...tem alguma chance dele sair, gente?","RT @melodramatic0s: sou muuuito #ForaScooby...tem alguma chance dele sair, gente?",#forascooby
2235,"RT @Braungustavo: Lucas expondo que essa macholandia camarote e mimada, vive numa bolha, nao entende o bbb como um jogo que muda a vida das...","RT @Braungustavo: Lucas expondo que essa macholandia camarote e mimada, vive numa bolha, nao entende o bbb como um jogo que muda a vida das...",
2239,#ForaScooby ne palhacas,#ForaScooby ne palhacas,#forascooby
2240,Eu sou #ForaScooby com forca mas acho q nao vai dar,Eu sou #ForaScooby com forca mas acho q nao vai dar,#forascooby
2245,@eu_jessy_ Aff #ForaGustavo o Viny sai depois.,@eu_jessy_ Aff #ForaGustavo o Viny sai depois.,#foragustavo
2247,"Eu acho o Vyni insuportavel, mas ele ainda sim merece muito mais continuar no BBB do que o Scooby que ta lixando pro programa. #ForaScooby","Eu acho o Vyni insuportavel, mas ele ainda sim merece muito mais continuar no BBB do que o Scooby que ta lixando pro programa. #ForaScooby",#forascooby
2249,"@HenriquesMatos1 #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.","@HenriquesMatos1 #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.",#foravyni
2250,"@brunnagoncalves Nao, ele nao faz nada so fica fingindo cair, se e para cair caia aqui fora! #ForaViny","@brunnagoncalves Nao, ele nao faz nada so fica fingindo cair, se e para cair caia aqui fora! #ForaViny",#foravyni
2252,@RenataKloeckne1 Eu tambem. Mas... Gustavo E o oponente direto do Arthur. Principalmente agora que esta se aliando ao Lucas. Vini nao e nenhuma ameaca no momento. Por isso sou #ForaGustavo,@RenataKloeckne1 Eu tambem. Mas... Gustavo E o oponente direto do Arthur. Principalmente agora que esta se aliando ao Lucas. Vini nao e nenhuma ameaca no momento. Por isso sou #ForaGustavo,#foragustavo
2259,RT @ADamasceno2: Todos de acordo que e fora vyni? #bbb22 #FORAVYNI,RT @ADamasceno2: Todos de acordo que e fora vyni? #bbb22 #FORAVYNI,#foravyni
2261,"@ZAMENZA E pq aceitou, se nao quer jogar ?  #ForaScooby #ForaGustavo","@ZAMENZA E pq aceitou, se nao quer jogar ?  #ForaScooby #ForaGustavo",#foragustavo
2262,"Foraaaaaaa #ForaVyni Paredao BBB22: Vote para eliminar. Gustavo, Pedro Scooby ou Vinicius? | BBB22 | Gshow https://t.co/RfewPqUri9","Foraaaaaaa #ForaVyni Paredao BBB22: Vote para eliminar. Gustavo, Pedro Scooby ou Vinicius? | BBB22 | Gshow https://t.co/RfewPqUri9",#foravyni
2263,"Ja vi varios assim! Tudo vibe ""sou de boa, engracadao, descolado"" mas e so contrariar o coitadinho que a mascara cai. #ForaScooby e foda-se https://t.co/7leNcG0YLL","Ja vi varios assim! Tudo vibe ""sou de boa, engracadao, descolado"" mas e so contrariar o coitadinho que a mascara cai. #ForaScooby e foda-se https://t.co/7leNcG0YLL",#forascooby
2265,"#FicaVyni Que isso gente, um filme? #ForaViny nao quero ver ele passando  mais vergonha. https://t.co/DoMIAAdZfN","#FicaVyni Que isso gente, um filme? #ForaViny nao quero ver ele passando  mais vergonha. https://t.co/DoMIAAdZfN",#foravyni
2266,"@mundaooficial @tvglobo #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.","@mundaooficial @tvglobo #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.",#foravyni
2270,"Ontem eu dormi antes da formacao do paredao, mas acordei a tempo e atenta pra mandar um #ForaScooby 

- O cara nao liga pro jogo
- Menospreza quem se importa com premios
- Vira a chavinha da agressividade sempre que e contrariado

Bjs","Ontem eu dormi antes da formacao do paredao, mas acordei a tempo e atenta pra mandar um #ForaScooby 

- O cara nao liga pro jogo
- Menospreza quem se importa com premios
- Vira a chavinha da agressividade sempre que e contrariado

Bjs",#forascooby
2272,RT @juliadIucca: #ForaVyni VEM TROPECAR NO VENTO DAQUI DE FORA SEU INSUPORTAVEERERRLLL,RT @juliadIucca: #ForaVyni VEM TROPECAR NO VENTO DAQUI DE FORA SEU INSUPORTAVEERERRLLL,#foravyni
2278,@RealitysVip @eurafaooo #ForaGustavo por tudo que e mais importante no mundo,@RealitysVip @eurafaooo #ForaGustavo por tudo que e mais importante no mundo,#foragustavo
2279,"Poxa Barao da Jogadinha dupla, assim fica dificil te defender.

#RedeBBB 
#BBB22 
#ForaViny https://t.co/1qrvgcLhEI","Poxa Barao da Jogadinha dupla, assim fica dificil te defender.

#RedeBBB 
#BBB22 
#ForaViny https://t.co/1qrvgcLhEI",#foravyni
2283,"@tynemeetsdelta #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.","@tynemeetsdelta #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.",#foravyni
2284,"@Cristia54058444 @amariadbairro Vai em #ForaViny, Gustavo semana que vem a gente resolve ele","@Cristia54058444 @amariadbairro Vai em #ForaViny, Gustavo semana que vem a gente resolve ele",#foravyni
2285,RT @raminha_: To fechada com a Disney. O resto da casa pode sair um por um. #BBB22 #ForaViny,RT @raminha_: To fechada com a Disney. O resto da casa pode sair um por um. #BBB22 #ForaViny,#foravyni
2287,@iampauloandre Voces irao puxar mutirao #ForaVyni ?,@iampauloandre Voces irao puxar mutirao #ForaVyni ?,#foravyni
2288,"Bom diaa, somos #ForaScooby ne?","Bom diaa, somos #ForaScooby ne?",#forascooby
2289,"Arthur e Lucas discutiram, o Arthur disse que Lucas nao foi leal e Lucas chamou o Arthur de 'SANTO'
Na Boa nao sei como uns participantes desses foi aprovado pela psicologa desse programa nao consigo entender #redebbb @bbb.@CentralReaIity  lembrando #ForaVyni","Arthur e Lucas discutiram, o Arthur disse que Lucas nao foi leal e Lucas chamou o Arthur de 'SANTO'
Na Boa nao sei como uns participantes desses foi aprovado pela psicologa desse programa nao consigo entender #redebbb @bbb.@CentralReaIity  lembrando #ForaVyni",#foravyni
2295,"Queria dizer pra vcs q o gigante (vulgo scooby) acordouuu .
#ForaGustavo","Queria dizer pra vcs q o gigante (vulgo scooby) acordouuu .
#ForaGustavo",#foragustavo
2296,@ligiavclima @Dantinhas Essa historia do Gustavo com Arthur e simplesmente por a Laisca fica com ele. Mas isso tera um fim quando o Arthur chegar a uma lideranca e jogar ela no paredao #ForaVyni,@ligiavclima @Dantinhas Essa historia do Gustavo com Arthur e simplesmente por a Laisca fica com ele. Mas isso tera um fim quando o Arthur chegar a uma lideranca e jogar ela no paredao #ForaVyni,#foravyni
2298,"@chicobarney Scooby pelo contrario do Viny esta la vivendo como ele e, e o Viny esqueceu que esta em jogo, so sabe correr atras do Eli. #ForaVyni","@chicobarney Scooby pelo contrario do Viny esta la vivendo como ele e, e o Viny esqueceu que esta em jogo, so sabe correr atras do Eli. #ForaVyni",#foravyni
2299,"Ai gente, podia sair 2
Mas ja que nao pode #ForaViny https://t.co/n9B5e95YGm","Ai gente, podia sair 2
Mas ja que nao pode #ForaViny https://t.co/n9B5e95YGm",#foravyni
2300,Nesse paredao eu sou #ForaScooby  simplesmente pq ele CAGA pro jogo. O Vyni a gente tira dps pq n vai faltar oportunidade.,Nesse paredao eu sou #ForaScooby  simplesmente pq ele CAGA pro jogo. O Vyni a gente tira dps pq n vai faltar oportunidade.,#forascooby
2302,@todeboafodase #ForaViny  foooooooora!!!!!,@todeboafodase #ForaViny  foooooooora!!!!!,#foravyni
2304,"Eu nao ia votar, mas agora faco questao!!! #ForaVyni https://t.co/KT0uPGdpUQ","Eu nao ia votar, mas agora faco questao!!! #ForaVyni https://t.co/KT0uPGdpUQ",#foravyni
2305,"@zeluiz_dsousa #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.","@zeluiz_dsousa #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.",#foravyni
2306,queria entender pq essas gays desgracadas ficam lambendo esses machos pqp vai se fude mano #ForaScooby https://t.co/nwEOMChvaZ,queria entender pq essas gays desgracadas ficam lambendo esses machos pqp vai se fude mano #ForaScooby https://t.co/nwEOMChvaZ,#forascooby
2307,"Preciso falar uma coisa muito importante... nao sei se a galera vai entender, mas... sou #ForaScooby 

#bbb22","Preciso falar uma coisa muito importante... nao sei se a galera vai entender, mas... sou #ForaScooby 

#bbb22",#forascooby
2309,"@brunnagoncalves Nenhum lollipop ficou, Pq ele iria ficar kkkk #ForaViny. A unica coisa q ele faz e paquerar eli e ficar naquele quarto.","@brunnagoncalves Nenhum lollipop ficou, Pq ele iria ficar kkkk #ForaViny. A unica coisa q ele faz e paquerar eli e ficar naquele quarto.",#foravyni
2310,eu sou #ForaScooby https://t.co/ZFHtjqFg8g,eu sou #ForaScooby https://t.co/ZFHtjqFg8g,#forascooby
2311,"Gente, temos que focar no Gustavo dessa vez, pq ele e cobra, traicoeiro, falso, o Viny irrita? Sim! Mas ele nao faz mal direto ao Arthur... Vamos de #ForaGustavo 

#TeamArthur #TeamScooby #TeamPauloAndre #TeamDouglas #BBB22 #ParedaoBBB #ParedaoBBB22","Gente, temos que focar no Gustavo dessa vez, pq ele e cobra, traicoeiro, falso, o Viny irrita? Sim! Mas ele nao faz mal direto ao Arthur... Vamos de #ForaGustavo 

#TeamArthur #TeamScooby #TeamPauloAndre #TeamDouglas #BBB22 #ParedaoBBB #ParedaoBBB22",#foragustavo
2313,"Desculpe voce achar os motivos do #PedroScooby relevantes na discussao com o #Lucas. Afinal, so pq ele e famoso, e mais importante que um pipoca estar ali? ME POUPE. SE POUPE. #ForaScooby","Desculpe voce achar os motivos do #PedroScooby relevantes na discussao com o #Lucas. Afinal, so pq ele e famoso, e mais importante que um pipoca estar ali? ME POUPE. SE POUPE. #ForaScooby",#forascooby
2314,"@jaimeconserva @Nuuneess0 Melhor ver o Scooby em retiro, do que ver uma sombra de olhar vazio, plantada nas costas de outro participante, forcando momentos para parecer legal e nunca atingindo esse objetivo. 

#BBB22 #ForaVyni","@jaimeconserva @Nuuneess0 Melhor ver o Scooby em retiro, do que ver uma sombra de olhar vazio, plantada nas costas de outro participante, forcando momentos para parecer legal e nunca atingindo esse objetivo. 

#BBB22 #ForaVyni",#foravyni
2317,"@chicobarney #ForaScooby melhor equilibrio entre os grupos se forem do mesmo tamanho, e nao aguento mais os meninos monopolizando o VIP e os almocos com as marcas","@chicobarney #ForaScooby melhor equilibrio entre os grupos se forem do mesmo tamanho, e nao aguento mais os meninos monopolizando o VIP e os almocos com as marcas",#forascooby
2320,RT @nathiezer: Bom dia! Para o amor de Mamae e papai fluir somos #ForaViny #BBB22,RT @nathiezer: Bom dia! Para o amor de Mamae e papai fluir somos #ForaViny #BBB22,#foravyni
2328,"RT @MayconM54867469: Vyni ta falando no quarto que a frase dele e ""acenda sua luz!"". A dela ta apagada ate hoje neh!?
Tadeu : Vem acender a...","RT @MayconM54867469: Vyni ta falando no quarto que a frase dele e ""acenda sua luz!"". A dela ta apagada ate hoje neh!?
Tadeu : Vem acender a...",
2334,RT @opiinandomesmo: Por mim #forascooby com forca,RT @opiinandomesmo: Por mim #forascooby com forca,#forascooby
2335,"@radardaro @tainahcm Isso ai! Se alguem do lollipop nao estivesse no paredao eu ate votaria no Gustavo (o novo agregado).
Mas como a missao e eliminar o quarto, entao...#ForaVyni","@radardaro @tainahcm Isso ai! Se alguem do lollipop nao estivesse no paredao eu ate votaria no Gustavo (o novo agregado).
Mas como a missao e eliminar o quarto, entao...#ForaVyni",#foravyni
2336,"Scooby acaba de informar que se for lider, so coloca DG, PA e Arthur no VIP, que percebeu que o Gustavo esta se posicionando ""pro lado de la""

Agora SIM!! #FicaScooby #ForaViny #BBB22 ","Scooby acaba de informar que se for lider, so coloca DG, PA e Arthur no VIP, que percebeu que o Gustavo esta se posicionando ""pro lado de la""

Agora SIM!! #FicaScooby #ForaViny #BBB22 ",#foravyni
2338,"Mais um lollipop indo embora amanha a noite........

#BBB #BBB222 #RedeBBB #FicaGustavo #FicaScooby #ForaVyni https://t.co/UxVh2fUeUm","Mais um lollipop indo embora amanha a noite........

#BBB #BBB222 #RedeBBB #FicaGustavo #FicaScooby #ForaVyni https://t.co/UxVh2fUeUm",#foravyni
2339,Bom dia! Para o amor de Mamae e papai fluir somos #ForaViny #BBB22,Bom dia! Para o amor de Mamae e papai fluir somos #ForaViny #BBB22,#foravyni
2340,"@CentralReaIity Viny nao merece esta amizade, Eli so o explora. Viny podia ter sido grande, mas escolheu a abra da pessoa errada. Infelizmente, #ForaViny","@CentralReaIity Viny nao merece esta amizade, Eli so o explora. Viny podia ter sido grande, mas escolheu a abra da pessoa errada. Infelizmente, #ForaViny",#foravyni
2342,"Sou #ForaGustavo antes eu gostava dele mas por causa da Lais ele se perdeu. O Viny tadinho fica tentando ser aceito, eu fico com pena e e um menino bom, que precisa muito de ganhar algo pra ajuda li e muito humilde #BBB22","Sou #ForaGustavo antes eu gostava dele mas por causa da Lais ele se perdeu. O Viny tadinho fica tentando ser aceito, eu fico com pena e e um menino bom, que precisa muito de ganhar algo pra ajuda li e muito humilde #BBB22",#foragustavo
2343,"RT @laraefs: Eu sou #ForaScooby total, o cara ta cagando pro jogo","RT @laraefs: Eu sou #ForaScooby total, o cara ta cagando pro jogo",#forascooby
2344,"Chato demais ter que ficar fazendo isso aqui so para poder eliminar mais um lollipop.

#ForaVyni #BBB22 https://t.co/UNx8npxt7t","Chato demais ter que ficar fazendo isso aqui so para poder eliminar mais um lollipop.

#ForaVyni #BBB22 https://t.co/UNx8npxt7t",#foravyni
2346,"@listentoroque #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.","@listentoroque #ForaViny  e #FicaScooby  pra deixar o barao mais DOIDAO kkkkk fogooooo no parquinhoooooo #RedeBBB22 #BBB22 
O scoob pelo menos e engracado ate parado, pode nao joga,  mas se joga ... e e o jogo dele,, da forma,, dele jogar ! Pelo menos nos faz RIR, e o viny nem isso faz.",#foravyni
2349,"RT @GrazyOliver80: Quem e #ForaViny da retweet 
Sigo todos de volta. 
Quem torce para os meninos me sigam, vamos nos unir.
#BBB22","RT @GrazyOliver80: Quem e #ForaViny da retweet 
Sigo todos de volta. 
Quem torce para os meninos me sigam, vamos nos unir.
#BBB22",#foravyni
2351,"Sou #foraScooby porque tenho consciencia de classe, porque olha... https://t.co/LtwwEogTGw","Sou #foraScooby porque tenho consciencia de classe, porque olha... https://t.co/LtwwEogTGw",#forascooby
2352,@essasuelen Nesse paredao sou #ForaViny,@essasuelen Nesse paredao sou #ForaViny,#foravyni
2353,"@Fepazo1 @raqcozer Exatamente, ele e totalmente ridicul* mds, triste que tem gente que cai na dele
Por isso temos que focar no gshow pra votar #ForaScooby se organizar direito e a galera votar pra valer nele tem chances dele sair","@Fepazo1 @raqcozer Exatamente, ele e totalmente ridicul* mds, triste que tem gente que cai na dele
Por isso temos que focar no gshow pra votar #ForaScooby se organizar direito e a galera votar pra valer nele tem chances dele sair",#forascooby
2355,"@DaGavioes1 @dra_laiscaldass Sera q os Adm da Lais nao percebeu q se o Gustavo sair e um voto a mais q ela ganha, pq ctz se chegar a hora de escolher entre a Lais e o Eli vcs ja sabem quem o Viny vai proteger ne? Fica a dica #ForaViny #FicaGustavo","@DaGavioes1 @dra_laiscaldass Sera q os Adm da Lais nao percebeu q se o Gustavo sair e um voto a mais q ela ganha, pq ctz se chegar a hora de escolher entre a Lais e o Eli vcs ja sabem quem o Viny vai proteger ne? Fica a dica #ForaViny #FicaGustavo",#foravyni
2359,"Quem e #ForaViny da retweet 
Sigo todos de volta. 
Quem torce para os meninos me sigam, vamos nos unir.
#BBB22","Quem e #ForaViny da retweet 
Sigo todos de volta. 
Quem torce para os meninos me sigam, vamos nos unir.
#BBB22",#foravyni
2364,@CentralReaIity Nao adianta forcar a saida  do cara! #ForaVyni,@CentralReaIity Nao adianta forcar a saida  do cara! #ForaVyni,#foravyni
2367,"RT @parcialreal1: PARCIAL ATUALIZADA #BBB22

#ForaVyni - 86.02%

#ForaScooby - 9,16%

#ForaGustavo - 4,82% 

200 RT's | 300 Fav | 100 Comen...","RT @parcialreal1: PARCIAL ATUALIZADA #BBB22

#ForaVyni - 86.02%

#ForaScooby - 9,16%

#ForaGustavo - 4,82% 

200 RT's | 300 Fav | 100 Comen...",#foravyni
2370,RT @vaidesmaiar: Que delicia esse paredao. Vamos de #ForaViny https://t.co/sEd2vXZ4ZR,RT @vaidesmaiar: Que delicia esse paredao. Vamos de #ForaViny https://t.co/sEd2vXZ4ZR,#foravyni
2373,"RT @xandaoloc: SEI QUE E O SONHO DO VINNI, E QUE NECESSITA DEVIDO AS SUAS CONDICOES FINANCEIRAS! MAS ELE ESTA PRESO AO ELI, FANTASIOU ESTE...","RT @xandaoloc: SEI QUE E O SONHO DO VINNI, E QUE NECESSITA DEVIDO AS SUAS CONDICOES FINANCEIRAS! MAS ELE ESTA PRESO AO ELI, FANTASIOU ESTE...",
2375,"Bomdiaaa

#ForaViny","Bomdiaaa

#ForaViny",#foravyni
2380,"RT @AnalineLucena: Lollipop combina voto, e no final sempre da errado!!! Acham q estao no controle, pode vir q sai um e cada vez!!  #ForaVy...","RT @AnalineLucena: Lollipop combina voto, e no final sempre da errado!!! Acham q estao no controle, pode vir q sai um e cada vez!!  #ForaVy...",
2381,"Deve ser muito dificil ser lollipop. Ate quando eles conseguem fazer a jogada,  o indicado sai com um carro do paredao . #redebbb #ForaViny #bbb22","Deve ser muito dificil ser lollipop. Ate quando eles conseguem fazer a jogada,  o indicado sai com um carro do paredao . #redebbb #ForaViny #bbb22",#foravyni
2387,Por mim seria #ForaScooby,Por mim seria #ForaScooby,#forascooby
2393,Infelizmente mas felizmente #ForaViny,Infelizmente mas felizmente #ForaViny,#foravyni
2396,dificil demais entrar na mente do atleta #BBB22 #paredao #forascooby #ForaViny https://t.co/2wQCT7Dlnk,dificil demais entrar na mente do atleta #BBB22 #paredao #forascooby #ForaViny https://t.co/2wQCT7Dlnk,#foravyni
2397,Sou #ForaViny por motivos obvios e porque o Scooby e aliado do DG. Gustavo a gente nao elimina pq ele e um dos poucos que tira o tedio desse elenco.,Sou #ForaViny por motivos obvios e porque o Scooby e aliado do DG. Gustavo a gente nao elimina pq ele e um dos poucos que tira o tedio desse elenco.,#foravyni
2399,"RT @hijuciene: Nem assisti o #BBB22 ontem porque estava exausta, e acordo com Vyni no paredao, que delicinha. #ForaVyni","RT @hijuciene: Nem assisti o #BBB22 ontem porque estava exausta, e acordo com Vyni no paredao, que delicinha. #ForaVyni",#foravyni
2401,"Sou #ForaViny, porem estava pensando se o Gustavo nao representa mais perigo para tentar quebrar a uniao dos meninos. #BBB22","Sou #ForaViny, porem estava pensando se o Gustavo nao representa mais perigo para tentar quebrar a uniao dos meninos. #BBB22",#foravyni
2402,Bom dia e #foraScooby,Bom dia e #foraScooby,#forascooby
2403,"@marilizpj @raqcozer Sim ele e totalmente ridicul* mds, prepotente e soberbo demais, triste que tem gente que cai na dele
Por isso temos que votar #ForaScooby se organizar direito e a galera focar no gshow pra votar mesmo nele tem chances de eliminarmos ele","@marilizpj @raqcozer Sim ele e totalmente ridicul* mds, prepotente e soberbo demais, triste que tem gente que cai na dele
Por isso temos que votar #ForaScooby se organizar direito e a galera focar no gshow pra votar mesmo nele tem chances de eliminarmos ele",#forascooby
2404,"@vyniof Muito triste esses episodios de homofobia contra ele!
Mas infelizmente nao tem carisma,jo jogo muito fraco #ForaViny","@vyniof Muito triste esses episodios de homofobia contra ele!
Mas infelizmente nao tem carisma,jo jogo muito fraco #ForaViny",#foravyni
2408,"Bom dia galera!!

#ForaViny","Bom dia galera!!

#ForaViny",#foravyni
2409,@kako_brasil Eu ja estou votando #ForaGustavo,@kako_brasil Eu ja estou votando #ForaGustavo,#foragustavo
2410,"E numa dessa q tudo se ferra,  se organizem e tirem de forma estrategica qm prejudica o Arthur esse impasse nem deveria existir e #ForaGustavo nesse carai","E numa dessa q tudo se ferra,  se organizem e tirem de forma estrategica qm prejudica o Arthur esse impasse nem deveria existir e #ForaGustavo nesse carai",#foragustavo
2411,"Esquizofrenia nao e entretenimento, #ForaVyni https://t.co/07OX6SC0vz","Esquizofrenia nao e entretenimento, #ForaVyni https://t.co/07OX6SC0vz",#foravyni
